"","Nom","Sexe","Effectif","Pourcentage_Masc","Pourcentage"
"1","aaliyah","F","   139","0","0"
"2","abby","F","     3","0","0"
"3","abbygaelle","F","     5","0","0"
"4","abelle","F","     3","0","0"
"5","abiba","F","     3","0","0"
"6","abigael","F","   170","0","0"
"7","abigaelle","F","   205","0","0"
"8","abigail","F","   212","0","0"
"9","abinaya","F","    25","0","0"
"10","abir","F","    58","0","0"
"11","abisha","F","     7","0","0"
"12","abla","F","    26","0","0"
"13","aby","F","    34","0","0"
"14","abygaelle","F","    31","0","0"
"15","acelya","F","    20","0","0"
"16","acia","F","     3","0","0"
"17","ada","F","    19","0","0"
"18","adela","F","    14","0","0"
"19","adelaida","F","     3","0","0"
"20","adelia","F","    33","0","0"
"21","adelie","F","   351","0","0"
"22","adelina","F","    27","0","0"
"23","adelinaa>","F","     3","0","0"
"24","adeline","F"," 43604","0","0"
"25","adelyne","F","    16","0","0"
"26","adia","F","     3","0","0"
"27","adila","F","     3","0","0"
"28","adja","F","    32","0","0"
"29","adjia","F","     6","0","0"
"30","adjila","F","    10","0","0"
"31","adline","F","     3","0","0"
"32","adolphine","F","    41","0","0"
"33","adriana","F","   627","0","0"
"34","adriane","F","    36","0","0"
"35","adrianna","F","    21","0","0"
"36","adrienne","F","  1003","0","0"
"37","aela","F","    50","0","0"
"38","aelia","F","    40","0","0"
"39","aenor","F","     9","0","0"
"40","afaf","F","    24","0","0"
"41","afef","F","    11","0","0"
"42","afida","F","     5","0","0"
"43","afifa","F","    13","0","0"
"44","agata","F","     3","0","0"
"45","agate","F","     3","0","0"
"46","agatha","F","    24","0","0"
"47","agathed>","F","    12","0","0"
"48","aglae","F","   186","0","0"
"49","agnesd>","F","    51","0","0"
"50","agustina","F","     3","0","0"
"51","ahlam","F","    91","0","0"
"52","ahlame","F","     9","0","0"
"53","ahlem","F","   307","0","0"
"54","ahlemd>","F","     3","0","0"
"55","ahleme","F","     3","0","0"
"56","ai","F","     6","0","0"
"57","aicha","F","  6659","0","0"
"58","aichata","F","     3","0","0"
"59","aichatou","F","     9","0","0"
"60","aiche","F","     6","0","0"
"61","aida","F","   714","0","0"
"62","aidee","F","    27","0","0"
"63","aiko","F","     3","0","0"
"64","aileen","F","     6","0","0"
"65","ailis","F","     3","0","0"
"66","aimee","F","  1179","0","0"
"67","aimelyne","F","     3","0","0"
"68","aimie","F","    40","0","0"
"69","aimy","F","    41","0","0"
"70","aina","F","    20","0","0"
"71","ainara","F","    32","0","0"
"72","aines","F","     6","0","0"
"73","ainhoa","F","   116","0","0"
"74","ainoa","F","     6","0","0"
"75","aintzane","F","     3","0","0"
"76","aisha","F","    37","0","0"
"77","aissata","F","   768","0","0"
"78","aissatou","F","   629","0","0"
"79","aisse","F","   117","0","0"
"80","aisseta","F","    15","0","0"
"81","aissetou","F","   107","0","0"
"82","aiya","F","     4","0","0"
"83","aiyana","F","     3","0","0"
"84","ajla","F","     3","0","0"
"85","akila","F","    64","0","0"
"86","akima","F","    88","0","0"
"87","akshaya","F","     3","0","0"
"88","alaia","F","    47","0","0"
"89","alais","F","    38","0","0"
"90","alana","F","   113","0","0"
"91","alanis","F","    10","0","0"
"92","alba","F","    51","0","0"
"93","albane","F","  2595","0","0"
"94","alberta","F","     6","0","0"
"95","alberte","F","  1102","0","0"
"96","albertina","F","     3","0","0"
"97","albertine","F","   337","0","0"
"98","albertinetd>","F","     3","0","0"
"99","albine","F","    19","0","0"
"100","alda","F","    21","0","0"
"101","aldina","F","     3","0","0"
"102","aldjia","F","    10","0","0"
"103","aleksandra","F","    96","0","0"
"104","alena","F","     9","0","0"
"105","alesia","F","     3","0","0"
"106","alessandra","F","    53","0","0"
"107","alessia","F","   201","0","0"
"108","aleth","F","   325","0","0"
"109","alev","F","     3","0","0"
"110","alexa","F","   418","0","0"
"111","alexandrad>","F","    39","0","0"
"112","alexandratd>","F","    17","0","0"
"113","alexandrina","F","     3","0","0"
"114","alexandrine","F","  2300","0","0"
"115","alexane","F","  1250","0","0"
"116","alexanne","F","     6","0","0"
"117","alexe","F","    10","0","0"
"118","alexia","F"," 27963","0","0"
"119","alexiaa>","F","     5","0","0"
"120","alexiad>","F","    33","0","0"
"121","alexiane","F","   611","0","0"
"122","alexie","F","   162","0","0"
"123","alexina","F","    74","0","0"
"124","alexine","F","    62","0","0"
"125","aleyna","F","   538","0","0"
"126","alezia","F","     3","0","0"
"127","alfreda","F","   184","0","0"
"128","alia","F","   277","0","0"
"129","aliana","F","     5","0","0"
"130","alice","F"," 49839","0","0"
"131","alicetd>","F","     5","0","0"
"132","alicia","F"," 27948","0","0"
"133","aliciaa>","F","    26","0","0"
"134","alicya","F","    21","0","0"
"135","alida","F","    70","0","0"
"136","alienor","F","   869","0","0"
"137","aliette","F","   535","0","0"
"138","alima","F","    62","0","0"
"139","alimata","F","     6","0","0"
"140","alimatou","F","     3","0","0"
"141","alina","F","    68","0","0"
"142","aline","F"," 52623","0","0"
"143","alinea>","F","    11","0","0"
"144","alise","F","     3","0","0"
"145","alisea","F","     7","0","0"
"146","alisee","F","    10","0","0"
"147","alisha","F","    10","0","0"
"148","alisone","F","     3","0","0"
"149","alissa","F","   276","0","0"
"150","alissia","F","   109","0","0"
"151","alisson","F","  2335","0","0"
"152","alixe","F","    15","0","0"
"153","alixia","F","    14","0","0"
"154","aliya","F","   330","0","0"
"155","aliyah","F","    92","0","0"
"156","aliza","F","    10","0","0"
"157","alize","F","   440","0","0"
"158","alizea","F","    68","0","0"
"159","alizee","F","  7730","0","0"
"160","allia","F","     3","0","0"
"161","allison","F","  3570","0","0"
"162","allissia","F","     3","0","0"
"163","allisson","F","    86","0","0"
"164","allya","F","    11","0","0"
"165","allyah","F","     3","0","0"
"166","allyson","F","    53","0","0"
"167","allyssia","F","     3","0","0"
"168","alma","F","   157","0","0"
"169","alodie","F","     3","0","0"
"170","alona","F","     3","0","0"
"171","alphonsine","F","   100","0","0"
"172","althea","F","    21","0","0"
"173","alvina","F","    38","0","0"
"174","alwena","F","   196","0","0"
"175","alwenna","F","    11","0","0"
"176","alya","F","   374","0","0"
"177","alyah","F","    21","0","0"
"178","alycia","F","  1355","0","0"
"179","alyette","F","     6","0","0"
"180","alys","F","     3","0","0"
"181","alysee","F","    10","0","0"
"182","alyson","F","   728","0","0"
"183","alysone","F","     3","0","0"
"184","alyssa","F","  3036","0","0"
"185","alyssia","F","  1004","0","0"
"186","alysson","F","   174","0","0"
"187","alyzee","F","    38","0","0"
"188","alzira","F","     3","0","0"
"189","amaelle","F","     9","0","0"
"190","amaia","F","   352","0","0"
"191","amale","F","    61","0","0"
"192","amalia","F","   195","0","0"
"193","amana","F","     3","0","0"
"194","amance","F","     3","0","0"
"195","amane","F","     4","0","0"
"196","amani","F","    46","0","0"
"197","amanthe","F","     3","0","0"
"198","amany","F","     3","0","0"
"199","amaria","F","    69","0","0"
"200","amarine","F","     3","0","0"
"201","amaya","F","   133","0","0"
"202","ambre","F"," 15344","0","0"
"203","ambrine","F","   593","0","0"
"204","ambroisine","F","    55","0","0"
"205","amele","F","    39","0","0"
"206","amelia","F","  3071","0","0"
"207","amelina","F","     3","0","0"
"208","ameline","F","   610","0","0"
"209","amelle","F","   420","0","0"
"210","amely","F","     6","0","0"
"211","amelya","F","    15","0","0"
"212","amena","F","     3","0","0"
"213","ami","F","     3","0","0"
"214","amicie","F","    38","0","0"
"215","amina","F","  4120","0","0"
"216","aminat","F","     3","0","0"
"217","aminata","F","  2777","0","0"
"218","aminatou","F","     6","0","0"
"219","amira","F","  1612","0","0"
"220","amna","F","    13","0","0"
"221","amour","F","     4","0","0"
"222","amparo","F","    33","0","0"
"223","amy","F","   276","0","0"
"224","ana","F","  3254","0","0"
"225","ana-bela","F","    14","0","0"
"226","ana-maria","F","   131","0","0"
"227","ana-paula","F","    15","0","0"
"228","anabel","F","    48","0","0"
"229","anabela","F","   216","0","0"
"230","anabella","F","    19","0","0"
"231","anabelle","F","   493","0","0"
"232","anae","F","   434","0","0"
"233","anaele","F","    21","0","0"
"234","anaelle","F"," 11783","0","0"
"235","anahita","F","     3","0","0"
"236","anaig","F","    25","0","0"
"237","anaik","F","     3","0","0"
"238","anaika","F","    17","0","0"
"239","anaise","F","     9","0","0"
"240","anaissa","F","     3","0","0"
"241","anaiz","F","     3","0","0"
"242","analia","F","     3","0","0"
"243","anastacia","F","     3","0","0"
"244","anastasia","F","  2524","0","0"
"245","anastasie","F","   177","0","0"
"246","anastassia","F","     3","0","0"
"247","anasthasia","F","    54","0","0"
"248","anasthasie","F","   106","0","0"
"249","anathalie","F","     9","0","0"
"250","anatolie","F","     3","0","0"
"251","anatoline","F","     3","0","0"
"252","andjela","F","     3","0","0"
"253","andreaa>","F","     6","0","0"
"254","andreane","F","    10","0","0"
"255","andreanne","F","     6","0","0"
"256","andree","F"," 24947","0","0"
"257","andreia","F","    82","0","0"
"258","andrey","F","    17","0","0"
"259","andrijana","F","     3","0","0"
"260","anelia","F","     5","0","0"
"261","anelie","F","     4","0","0"
"262","anelyse","F","     3","0","0"
"263","anemone","F","    17","0","0"
"264","anesie","F","    12","0","0"
"265","anfal","F","     3","0","0"
"266","angela","F","  3130","0","0"
"267","angelaa>","F","     6","0","0"
"268","angeles","F","    13","0","0"
"269","angelica","F","   191","0","0"
"270","angelie","F","    29","0","0"
"271","angelika","F","    15","0","0"
"272","angelina","F","  8726","0","0"
"273","angeline","F","  4700","0","0"
"274","angelique","F"," 83014","0","0"
"275","angelita","F","    12","0","0"
"276","angely","F","     4","0","0"
"277","angelyne","F","     3","0","0"
"278","angie","F","   426","0","0"
"279","ania","F","    86","0","0"
"280","anicette","F","   172","0","0"
"281","anicia","F","     8","0","0"
"282","anie","F","    57","0","0"
"283","aniele","F","     4","0","0"
"284","anielle","F","    33","0","0"
"285","anifa","F","     7","0","0"
"286","anik","F","     9","0","0"
"287","anique","F","    15","0","0"
"288","anise","F","   181","0","0"
"289","anissa","F"," 11257","0","0"
"290","anissia","F","     3","0","0"
"291","anita","F"," 20637","0","0"
"292","anitaa>","F","     3","0","0"
"293","anite","F","    37","0","0"
"294","anitha","F","     4","0","0"
"295","anjali","F","    42","0","0"
"296","anjela","F","     6","0","0"
"297","ann","F","    95","0","0"
"298","anna","F"," 23371","0","0"
"299","anna-christina","F","     4","0","0"
"300","anna-lisa","F","     3","0","0"
"301","anna-livia","F","     6","0","0"
"302","anna-lou","F","     6","0","0"
"303","anna-maria","F","   359","0","0"
"304","anna-marie","F","     6","0","0"
"305","annabel","F","   743","0","0"
"306","annabella","F","   101","0","0"
"307","annabelle","F"," 12856","0","0"
"308","annabellea>","F","     3","0","0"
"309","annaelle","F","  1767","0","0"
"310","annah","F","     6","0","0"
"311","annaick","F","   504","0","0"
"312","annaig","F","   484","0","0"
"313","annaik","F","    34","0","0"
"314","anne-aymone","F","     3","0","0"
"315","anne-carole","F","     6","0","0"
"316","anne-caroline","F","    28","0","0"
"317","anne-catherine","F","   709","0","0"
"318","anne-cecile","F","  2161","0","0"
"319","anne-celine","F","    39","0","0"
"320","anne-chantal","F","    12","0","0"
"321","anne-charlotte","F","  1929","0","0"
"322","anne-christelle","F","     3","0","0"
"323","anne-christine","F","   270","0","0"
"324","anne-claire","F","  3188","0","0"
"325","anne-claude","F","   153","0","0"
"326","anne-clemence","F","     3","0","0"
"327","anne-dominique","F","     9","0","0"
"328","anne-elisabeth","F","    46","0","0"
"329","anne-elise","F","    10","0","0"
"330","anne-emilie","F","     4","0","0"
"331","anne-emmanuelle","F","   115","0","0"
"332","anne-fleur","F","     3","0","0"
"333","anne-flore","F","    46","0","0"
"334","anne-florence","F","    17","0","0"
"335","anne-france","F","   237","0","0"
"336","anne-francoise","F","   792","0","0"
"337","anne-frederique","F","    12","0","0"
"338","anne-gael","F","    28","0","0"
"339","anne-helene","F","   237","0","0"
"340","anne-isabelle","F","    37","0","0"
"341","anne-jose","F","     3","0","0"
"342","anne-julie","F","    38","0","0"
"343","anne-karine","F","     3","0","0"
"344","anne-laure","F"," 16018","0","0"
"345","anne-laured>","F","    11","0","0"
"346","anne-laurence","F","    27","0","0"
"347","anne-laurie","F","     3","0","0"
"348","anne-lise","F","  4001","0","0"
"349","anne-lorraine","F","     3","0","0"
"350","anne-louise","F","     9","0","0"
"351","anne-lyse","F","    50","0","0"
"352","anne-maelle","F","     3","0","0"
"353","anne-marie","F"," 70631","0","0"
"354","anne-mariea>","F","    16","0","0"
"355","anne-marietd>","F","    10","0","0"
"356","anne-marine","F","     6","0","0"
"357","anne-michele","F","    12","0","0"
"358","anne-monique","F","     3","0","0"
"359","anne-pascale","F","     9","0","0"
"360","anne-sandrine","F","     3","0","0"
"361","anne-sarah","F","    53","0","0"
"362","anne-severine","F","     3","0","0"
"363","anne-soizic","F","     6","0","0"
"364","anne-solene","F","    17","0","0"
"365","anne-sophie","F"," 27072","0","0"
"366","anne-stephanie","F","     3","0","0"
"367","anne-sylvie","F","    36","0","0"
"368","anne-therese","F","    36","0","0"
"369","anne-valerie","F","   103","0","0"
"370","anne-victoire","F","     9","0","0"
"371","anne-yvonne","F","   104","0","0"
"372","annecy","F","    72","0","0"
"373","anneliese","F","    98","0","0"
"374","anneline","F","     7","0","0"
"375","annelise","F","   227","0","0"
"376","annelle","F","     3","0","0"
"377","annelore","F","     3","0","0"
"378","annelyse","F","    16","0","0"
"379","annemarie","F","    13","0","0"
"380","anni","F","    20","0","0"
"381","annic","F","    22","0","0"
"382","annicette","F","     3","0","0"
"383","annickd>","F","    16","0","0"
"384","annie","F","162339","0","0"
"385","annie-christine","F","     3","0","0"
"386","annie-claire","F","     9","0","0"
"387","annie-claude","F","   635","0","0"
"388","annie-flore","F","     3","0","0"
"389","annie-france","F","   189","0","0"
"390","annie-laure","F","     6","0","0"
"391","annie-paule","F","     3","0","0"
"392","annie-rose","F","    13","0","0"
"393","anniea>","F","    87","0","0"
"394","annietd>","F","    24","0","0"
"395","annik","F","   396","0","0"
"396","annise","F","    30","0","0"
"397","annissa","F","     9","0","0"
"398","annita","F","   296","0","0"
"399","annoncia","F","    35","0","0"
"400","annonciade","F","   185","0","0"
"401","annonciat","F","    12","0","0"
"402","annunziata","F","     3","0","0"
"403","annwenn","F","    22","0","0"
"404","anny","F","  3877","0","0"
"405","anny-claude","F","    12","0","0"
"406","annyck","F","    20","0","0"
"407","annyvonne","F","    39","0","0"
"408","anouchka","F","   173","0","0"
"409","anouck","F","   330","0","0"
"410","anouk","F","  2302","0","0"
"411","anta","F","     5","0","0"
"412","anthea","F","   163","0","0"
"413","antigone","F","     3","0","0"
"414","antinea","F","     3","0","0"
"415","antoinetta","F","     3","0","0"
"416","antoinette","F","  7637","0","0"
"417","antoinise","F","    18","0","0"
"418","antonella","F","   295","0","0"
"419","antonia","F","   948","0","0"
"420","antonietta","F","   204","0","0"
"421","antonina","F","    42","0","0"
"422","antonine","F","   119","0","0"
"423","any","F","    60","0","0"
"424","anya","F","    65","0","0"
"425","anyse","F","    23","0","0"
"426","anyssa","F","    25","0","0"
"427","anziza","F","     3","0","0"
"428","aouatif","F","     3","0","0"
"429","aouicha","F","     3","0","0"
"430","apoline","F","     7","0","0"
"431","apolline","F","  4599","0","0"
"432","appoline","F","   157","0","0"
"433","april","F","    22","0","0"
"434","araba","F","     3","0","0"
"435","arabelle","F","     3","0","0"
"436","araceli","F","     3","0","0"
"437","aramata","F","     4","0","0"
"438","arantxa","F","    77","0","0"
"439","arbia","F","     3","0","0"
"440","argentine","F","     6","0","0"
"441","argitxu","F","    71","0","0"
"442","ariana","F","     9","0","0"
"443","ariane","F","  4571","0","0"
"444","arianne","F","    24","0","0"
"445","ariele","F","    29","0","0"
"446","arielle","F","  1249","0","0"
"447","arife","F","     3","0","0"
"448","arista","F","    20","0","0"
"449","arlene","F","    45","0","0"
"450","arlete","F","     8","0","0"
"451","arlette","F"," 27782","0","0"
"452","arlettea>","F","    16","0","0"
"453","arletted>","F","    49","0","0"
"454","arlettetd>","F","    98","0","0"
"455","arletty","F","     9","0","0"
"456","armance","F","    49","0","0"
"457","armande","F","   768","0","0"
"458","armele","F","     6","0","0"
"459","armelle","F"," 19045","0","0"
"460","armide","F","    77","0","0"
"461","arminda","F","    12","0","0"
"462","armonia","F","     3","0","0"
"463","armonie","F","     3","0","0"
"464","armony","F","    22","0","0"
"465","arnaude","F","     3","0","0"
"466","artemis","F","     6","0","0"
"467","arwa","F","     3","0","0"
"468","arwen","F","   164","0","0"
"469","arwenn","F","     4","0","0"
"470","arzu","F","    28","0","0"
"471","ascension","F","    13","0","0"
"472","ashanti","F","     8","0","0"
"473","asia","F","    17","0","0"
"474","asiya","F","     3","0","0"
"475","asli","F","    28","0","0"
"476","asma","F","  2054","0","0"
"477","asmaa","F","   235","0","0"
"478","asmae","F","    52","0","0"
"479","asmahan","F","     3","0","0"
"480","asmina","F","     7","0","0"
"481","asmine","F","     3","0","0"
"482","assa","F","   635","0","0"
"483","assala","F","     6","0","0"
"484","assata","F","     3","0","0"
"485","asseta","F","     3","0","0"
"486","assetou","F","    83","0","0"
"487","assia","F","  4578","0","0"
"488","assina","F","     5","0","0"
"489","assita","F","     6","0","0"
"490","assitan","F","    23","0","0"
"491","assiya","F","    19","0","0"
"492","assiyad>","F","     3","0","0"
"493","assma","F","    33","0","0"
"494","assunta","F","    27","0","0"
"495","assya","F","   139","0","0"
"496","astan","F","     4","0","0"
"497","astou","F","    14","0","0"
"498","astree","F","    16","0","0"
"499","astrid","F"," 10020","0","0"
"500","astride","F","  1875","0","0"
"501","asuncion","F","     8","0","0"
"502","asya","F","    74","0","0"
"503","athena","F","    68","0","0"
"504","athenais","F","   392","0","0"
"505","athina","F","    15","0","0"
"506","atika","F","    44","0","0"
"507","aubane","F","    50","0","0"
"508","auberi","F","     3","0","0"
"509","auberie","F","     3","0","0"
"510","auberte","F","    15","0","0"
"511","aubertine","F","     3","0","0"
"512","aude-line","F","     3","0","0"
"513","aude-marie","F","     6","0","0"
"514","audelia","F","    17","0","0"
"515","audeline","F","    15","0","0"
"516","audray","F","     9","0","0"
"517","audreya>","F","    24","0","0"
"518","audreyd>","F","     9","0","0"
"519","audrina","F","     7","0","0"
"520","augusta","F","   125","0","0"
"521","augustina","F","    39","0","0"
"522","augustine","F","   529","0","0"
"523","auphelie","F","     3","0","0"
"524","aura","F","     3","0","0"
"525","aurane","F","    41","0","0"
"526","aure","F","    30","0","0"
"527","aurea","F","     4","0","0"
"528","auregan","F","     7","0","0"
"529","auregane","F","     9","0","0"
"530","aurelia","F"," 12580","0","0"
"531","aureliane","F","     6","0","0"
"532","aurelienne","F","    11","0","0"
"533","aureline","F","    70","0","0"
"534","aurely","F","    36","0","0"
"535","auria","F","     3","0","0"
"536","auriana","F","    10","0","0"
"537","auriane","F","  2692","0","0"
"538","aurianea>","F","     3","0","0"
"539","aurianne","F","    10","0","0"
"540","aurlane","F","     3","0","0"
"541","aurora","F","    50","0","0"
"542","aurore","F"," 56572","0","0"
"543","ava","F","   304","0","0"
"544","aveline","F","    10","0","0"
"545","avigael","F","     3","0","0"
"546","avigail","F","    24","0","0"
"547","avital","F","     8","0","0"
"548","aviva","F","    13","0","0"
"549","avril","F","    53","0","0"
"550","awa","F","   829","0","0"
"551","awatef","F","     4","0","0"
"552","awatif","F","     6","0","0"
"553","awena","F","   101","0","0"
"554","axele","F","     6","0","0"
"555","axell","F","    13","0","0"
"556","axelle","F"," 15370","0","0"
"557","aya","F","  1515","0","0"
"558","ayah","F","     9","0","0"
"559","ayala","F","     7","0","0"
"560","ayana","F","    20","0","0"
"561","ayanna","F","     7","0","0"
"562","ayat","F","    22","0","0"
"563","ayda","F","     3","0","0"
"564","ayele","F","     3","0","0"
"565","ayla","F","     6","0","0"
"566","aylin","F","   348","0","0"
"567","ayline","F","    18","0","0"
"568","aymeline","F","     9","0","0"
"569","aynur","F","    15","0","0"
"570","ayse","F","   644","0","0"
"571","aysegul","F","    18","0","0"
"572","aysel","F","    13","0","0"
"573","aysenur","F","     9","0","0"
"574","aysun","F","     6","0","0"
"575","azelie","F","    16","0","0"
"576","azeline","F","    36","0","0"
"577","azenor","F","    12","0","0"
"578","azilis","F","    61","0","0"
"579","aziliz","F","   329","0","0"
"580","azilys","F","     4","0","0"
"581","aziza","F","   478","0","0"
"582","azra","F","    51","0","0"
"583","babette","F","     6","0","0"
"584","badia","F","    14","0","0"
"585","badra","F","    19","0","0"
"586","bahar","F","    21","0","0"
"587","bahia","F","    54","0","0"
"588","bahija","F","     3","0","0"
"589","bakhta","F","     3","0","0"
"590","balbine","F","     3","0","0"
"591","balkis","F","     3","0","0"
"592","bambi","F","     6","0","0"
"593","bamby","F","    18","0","0"
"594","baptistine","F","    63","0","0"
"595","barbara","F"," 19970","0","0"
"596","barberine","F","    11","0","0"
"597","barisa","F","     6","0","0"
"598","barka","F","    17","0","0"
"599","bartha","F","     3","0","0"
"600","basilia","F","     3","0","0"
"601","basma","F","   217","0","0"
"602","basmala","F","     3","0","0"
"603","bathilde","F","    15","0","0"
"604","batsheva","F","     3","0","0"
"605","baya","F","   314","0","0"
"606","bayane","F","     6","0","0"
"607","beatrix","F","   492","0","0"
"608","beatriz","F","    52","0","0"
"609","begona","F","    12","0","0"
"610","begonia","F","     9","0","0"
"611","belinda","F","  1266","0","0"
"612","bella","F","    10","0","0"
"613","benedicte","F"," 28090","0","0"
"614","benedicted>","F","     4","0","0"
"615","benedite","F","     3","0","0"
"616","benjamine","F","    73","0","0"
"617","benoite","F","    78","0","0"
"618","berangere","F","  3710","0","0"
"619","berengere","F","  4754","0","0"
"620","berenice","F","  4467","0","0"
"621","bereniced>","F","     3","0","0"
"622","berfin","F","    35","0","0"
"623","berivan","F","    22","0","0"
"624","bernadette","F"," 74797","0","0"
"625","bernadetted>","F","    65","0","0"
"626","bernadine","F","    84","0","0"
"627","bernardine","F","    33","0","0"
"628","bertha","F","    74","0","0"
"629","berthilde","F","    23","0","0"
"630","berthile","F","     9","0","0"
"631","bertille","F","  1332","0","0"
"632","bertina","F","    27","0","0"
"633","bertine","F","    25","0","0"
"634","bertrane","F","     4","0","0"
"635","beryl","F","    37","0","0"
"636","besma","F","    24","0","0"
"637","bethsabee","F","     6","0","0"
"638","betina","F","     3","0","0"
"639","betsy","F","    15","0","0"
"640","bettie","F","     5","0","0"
"641","bettina","F","   784","0","0"
"642","bettya>","F","    12","0","0"
"643","betul","F","   151","0","0"
"644","beverley","F","     6","0","0"
"645","beverly","F","   138","0","0"
"646","beyonce","F","     4","0","0"
"647","beyza","F","   157","0","0"
"648","bianca","F","   198","0","0"
"649","bibi","F","    50","0","0"
"650","bibiane","F","    21","0","0"
"651","biljana","F","    47","0","0"
"652","bilkis","F","     5","0","0"
"653","billie","F","     3","0","0"
"654","bineta","F","     6","0","0"
"655","binetou","F","     3","0","0"
"656","binta","F","   320","0","0"
"657","bintou","F","   780","0","0"
"658","bisma","F","     7","0","0"
"659","blandine","F"," 19720","0","0"
"660","blessing","F","     6","0","0"
"661","bleuen","F","     3","0","0"
"662","bleuenn","F","   412","0","0"
"663","bleuette","F","    24","0","0"
"664","blondine","F","     3","0","0"
"665","bochra","F","     3","0","0"
"666","bonnie","F","    25","0","0"
"667","bouchera","F","     3","0","0"
"668","bouchra","F","   654","0","0"
"669","boye","F","     6","0","0"
"670","brandy","F","    18","0","0"
"671","brenda","F","  2616","0","0"
"672","brendy","F","     3","0","0"
"673","briana","F","    72","0","0"
"674","brianna","F","    27","0","0"
"675","bridget","F","     3","0","0"
"676","bridgette","F","     3","0","0"
"677","brigida","F","     3","0","0"
"678","brigittea>","F","    39","0","0"
"679","brigittetd>","F","    21","0","0"
"680","britanie","F","    20","0","0"
"681","britanny","F","    12","0","0"
"682","britany","F","    72","0","0"
"683","brithany","F","     9","0","0"
"684","britney","F","    61","0","0"
"685","brittany","F","    93","0","0"
"686","bronislawa","F","     3","0","0"
"687","bruna","F","    81","0","0"
"688","brunaelle","F","     4","0","0"
"689","brune","F","   192","0","0"
"690","brunehilde","F","     7","0","0"
"691","brunella","F","    89","0","0"
"692","brunette","F","    38","0","0"
"693","brunhilde","F","     3","0","0"
"694","bryana","F","    28","0","0"
"695","bryanna","F","     8","0","0"
"696","btissam","F","    13","0","0"
"697","btissame","F","     3","0","0"
"698","buket","F","     3","0","0"
"699","burcu","F","    14","0","0"
"700","busra","F","   195","0","0"
"701","caitlin","F","    22","0","0"
"702","caitline","F","     6","0","0"
"703","cali","F","    57","0","0"
"704","calie","F","    13","0","0"
"705","caline","F","     6","0","0"
"706","calista","F","   264","0","0"
"707","calliope","F","     3","0","0"
"708","callista","F","    42","0","0"
"709","calogera","F","    83","0","0"
"710","calypso","F","   161","0","0"
"711","camelia","F","  2322","0","0"
"712","camellia","F","     9","0","0"
"713","camila","F","   147","0","0"
"714","camilia","F","   262","0","0"
"715","camilla","F","    59","0","0"
"716","camillia","F","    36","0","0"
"717","candice","F","  9540","0","0"
"718","candida","F","     3","0","0"
"719","candie","F","    25","0","0"
"720","candy","F","   790","0","0"
"721","candyce","F","    35","0","0"
"722","canelle","F","    75","0","0"
"723","cannelle","F","   195","0","0"
"724","cansel","F","     6","0","0"
"725","cansu","F","     9","0","0"
"726","capucine","F","  6705","0","0"
"727","cara","F","     3","0","0"
"728","caren","F","     3","0","0"
"729","carene","F","    53","0","0"
"730","carima","F","     3","0","0"
"731","carina","F","   101","0","0"
"732","carine","F"," 41407","0","0"
"733","carinne","F","   495","0","0"
"734","carla","F"," 17237","0","0"
"735","carla-maria","F","    23","0","0"
"736","carla-marie","F","    50","0","0"
"737","carline","F","    23","0","0"
"738","carlotta","F","    28","0","0"
"739","carlyne","F","     3","0","0"
"740","carmela","F","   516","0","0"
"741","carmelia","F","     6","0","0"
"742","carmelina","F","   101","0","0"
"743","carmelite","F","     9","0","0"
"744","carmelle","F","     3","0","0"
"745","carmen","F","  8984","0","0"
"746","carmena>","F","    29","0","0"
"747","carmene","F","    12","0","0"
"748","carol-ann","F","    12","0","0"
"749","carol-anne","F","    32","0","0"
"750","carola","F","     3","0","0"
"751","carolane","F","   323","0","0"
"752","carolanne","F","    11","0","0"
"753","carole","F"," 97996","0","0"
"754","carole-anne","F","   171","0","0"
"755","carolea>","F","    30","0","0"
"756","caroled>","F","    47","0","0"
"757","carolina","F","   125","0","0"
"758","caroline","F","137798","0","0"
"759","carolinea>","F","     9","0","0"
"760","caroll","F","    22","0","0"
"761","carolyn","F","    32","0","0"
"762","carolyne","F","    12","0","0"
"763","carrine","F","     3","0","0"
"764","casimira","F","     3","0","0"
"765","casimire","F","     8","0","0"
"766","cassandra","F"," 17625","0","0"
"767","cassidy","F","   140","0","0"
"768","cassie","F","   198","0","0"
"769","cassiopee","F","    35","0","0"
"770","cassy","F","   110","0","0"
"771","castille","F","    14","0","0"
"772","catarina","F","    77","0","0"
"773","caterina","F","    83","0","0"
"774","catharina","F","    39","0","0"
"775","catherina","F","    18","0","0"
"776","cathia","F","   573","0","0"
"777","cathiana","F","     3","0","0"
"778","cathie","F","  1207","0","0"
"779","cathleen","F","     9","0","0"
"780","cathy","F"," 22676","0","0"
"781","cathyd>","F","    74","0","0"
"782","catia","F","    17","0","0"
"783","catty","F","    13","0","0"
"784","caty","F","   146","0","0"
"785","ceciletd>","F","    32","0","0"
"786","cecilia","F"," 13315","0","0"
"787","cecilie","F","    11","0","0"
"788","cedella","F","     6","0","0"
"789","cedrine","F","   121","0","0"
"790","celena","F","    69","0","0"
"791","celestine","F","   651","0","0"
"792","celiaa>","F","     5","0","0"
"793","celiana","F","     3","0","0"
"794","celiane","F","   127","0","0"
"795","celie","F","    76","0","0"
"796","celina","F","   691","0","0"
"797","celita","F","     6","0","0"
"798","cellia","F","     3","0","0"
