"","Nom","Sexe","Effectif","Pourcentage_Masc","Pourcentage"
"1485","faridaa>","F","     6","0","0"
"1486","fariza","F","     6","0","0"
"1487","farmata","F","     3","0","0"
"1488","faroudja","F","    15","0","0"
"1489","farrah","F","    59","0","0"
"1490","fateha","F","     3","0","0"
"1491","fatema","F","    13","0","0"
"1492","faten","F","   115","0","0"
"1493","fathia","F","   129","0","0"
"1494","fatia","F","    38","0","0"
"1495","fatiha","F","  5572","0","0"
"1496","fatim","F","    34","0","0"
"1497","fatima","F"," 18966","0","0"
"1498","fatima-zahra","F","    39","0","0"
"1499","fatima-zohra","F","    93","0","0"
"1500","fatimaa>","F","    11","0","0"
"1501","fatimata","F","   445","0","0"
"1502","fatimatou","F","     3","0","0"
"1503","fatime","F","     3","0","0"
"1504","fatina","F","     3","0","0"
"1505","fatine","F","    12","0","0"
"1506","fatira","F","     3","0","0"
"1507","fatma","F","  3271","0","0"
"1508","fatna","F","   202","0","0"
"1509","fatou","F","   620","0","0"
"1510","fatouma","F","   262","0","0"
"1511","fatoumata","F","  3997","0","0"
"1512","faustine","F","  5395","0","0"
"1513","fauve","F","     3","0","0"
"1514","fauvette","F","    19","0","0"
"1515","fawzia","F","    15","0","0"
"1516","fazia","F","    91","0","0"
"1517","fazila","F","    26","0","0"
"1518","federica","F","     3","0","0"
"1519","fedora","F","     6","0","0"
"1520","fedwa","F","     3","0","0"
"1521","feinda","F","     3","0","0"
"1522","felicia","F","   582","0","0"
"1523","feliciane","F","    13","0","0"
"1524","felicianne","F","    16","0","0"
"1525","felicie","F","   424","0","0"
"1526","felicienne","F","   229","0","0"
"1527","felie","F","    12","0","0"
"1528","feline","F","     3","0","0"
"1529","felixe","F","    19","0","0"
"1530","felixia","F","    10","0","0"
"1531","fenda","F","    12","0","0"
"1532","ferdaous","F","     3","0","0"
"1533","ferdinande","F","     6","0","0"
"1534","ferdine","F","     4","0","0"
"1535","ferial","F","     3","0","0"
"1536","ferida","F","     3","0","0"
"1537","feriel","F","   217","0","0"
"1538","ferielle","F","    11","0","0"
"1539","fernanda","F","   294","0","0"
"1540","fernande","F","  2721","0","0"
"1541","ferouz","F","     3","0","0"
"1542","feryel","F","    38","0","0"
"1543","feyza","F","    52","0","0"
"1544","fiby","F","     3","0","0"
"1545","fidji","F","     3","0","0"
"1546","fifi","F","     4","0","0"
"1547","filiz","F","    56","0","0"
"1548","filomena","F","    27","0","0"
"1549","fiona","F","  7718","0","0"
"1550","fiora","F","     3","0","0"
"1551","fiorella","F","    11","0","0"
"1552","firdaws","F","    31","0","0"
"1553","firmine","F","   112","0","0"
"1554","flaire","F","     3","0","0"
"1555","flavia","F","   121","0","0"
"1556","flaviana","F","     3","0","0"
"1557","flavie","F"," 10665","0","0"
"1558","flavied>","F","     3","0","0"
"1559","flavienne","F","    47","0","0"
"1560","flavy","F","    60","0","0"
"1561","fleur","F","  1337","0","0"
"1562","fleuriane","F","     3","0","0"
"1563","fleurine","F","    47","0","0"
"1564","flora","F","  9629","0","0"
"1565","floraline","F","     3","0","0"
"1566","florane","F","    43","0","0"
"1567","florbela","F","     3","0","0"
"1568","flore","F","  4163","0","0"
"1569","florelle","F","    51","0","0"
"1570","florence","F","134284","0","0"
"1571","florenced>","F","    55","0","0"
"1572","florencetd>","F","    77","0","0"
"1573","florencia","F","     3","0","0"
"1574","florene","F","     3","0","0"
"1575","florentine","F","   197","0","0"
"1576","florette","F","    78","0","0"
"1577","floriana","F","     3","0","0"
"1578","floriane","F"," 14946","0","0"
"1579","florianne","F","   116","0","0"
"1580","florie","F","  1053","0","0"
"1581","florina","F","    13","0","0"
"1582","florinda","F","     4","0","0"
"1583","florine","F","  7903","0","0"
"1584","florise","F","    81","0","0"
"1585","florita","F","     3","0","0"
"1586","floryne","F","     7","0","0"
"1587","floryse","F","     3","0","0"
"1588","fortuna","F","    53","0","0"
"1589","fortunee","F","    59","0","0"
"1590","foulemata","F","    35","0","0"
"1591","foulematou","F","     4","0","0"
"1592","fouleymata","F","     3","0","0"
"1593","fousia","F","     6","0","0"
"1594","fouzia","F","   788","0","0"
"1595","franca","F","   310","0","0"
"1596","france-aimee","F","    14","0","0"
"1597","france-anne","F","     3","0","0"
"1598","france-helene","F","    10","0","0"
"1599","france-line","F","    40","0","0"
"1600","france-lise","F","   300","0","0"
"1601","france-marie","F","    19","0","0"
"1602","france-may","F","    44","0","0"
"1603","franceline","F","   227","0","0"
"1604","francelise","F","   571","0","0"
"1605","francelyne","F","    14","0","0"
"1606","francelyse","F","    12","0","0"
"1607","frances","F","    11","0","0"
"1608","francesa","F","     3","0","0"
"1609","francesca","F","   952","0","0"
"1610","franceska","F","    18","0","0"
"1611","francette","F","  3385","0","0"
"1612","franchesca","F","     3","0","0"
"1613","francheska","F","     3","0","0"
"1614","francia","F","    41","0","0"
"1615","franciane","F","  1013","0","0"
"1616","francianne","F","    44","0","0"
"1617","franciette","F","     3","0","0"
"1618","francile","F","    29","0","0"
"1619","francille","F","     3","0","0"
"1620","francina","F","     7","0","0"
"1621","francine","F"," 44531","0","0"
"1622","francined>","F","    12","0","0"
"1623","francinetd>","F","     7","0","0"
"1624","francinette","F","     6","0","0"
"1625","francisca","F","   217","0","0"
"1626","franciska","F","     3","0","0"
"1627","francoise","F","262105","0","0"
"1628","franzette","F","     9","0","0"
"1629","frederica","F","     9","0","0"
"1630","fredericque","F","     3","0","0"
"1631","frederika","F","     3","0","0"
"1632","frederiquea>","F","    23","0","0"
"1633","frederiqued>","F","    12","0","0"
"1634","frederiquetd>","F","    51","0","0"
"1635","frida","F","    28","0","0"
"1636","frieda","F","    44","0","0"
"1637","fulberte","F","    37","0","0"
"1638","funda","F","    38","0","0"
"1639","fyona","F","     6","0","0"
"1640","gabie","F","    17","0","0"
"1641","gabriela","F","   126","0","0"
"1642","gabriella","F","   281","0","0"
"1643","gabrielle","F"," 15949","0","0"
"1644","gaedig","F","     3","0","0"
"1645","gaela","F","    15","0","0"
"1646","gaele","F","   107","0","0"
"1647","gaelle","F"," 53992","0","0"
"1648","gaetana","F","    26","0","0"
"1649","gaetane","F","  1485","0","0"
"1650","gaia","F","   176","0","0"
"1651","gaid","F","    22","0","0"
"1652","gaidig","F","    20","0","0"
"1653","gala","F","     6","0","0"
"1654","galatee","F","     6","0","0"
"1655","galith","F","     3","0","0"
"1656","gamze","F","   109","0","0"
"1657","ganaelle","F","     6","0","0"
"1658","garance","F","  2846","0","0"
"1659","garlonn","F","    13","0","0"
"1660","gastonia","F","    10","0","0"
"1661","gatienne","F","    22","0","0"
"1662","gayane","F","     7","0","0"
"1663","gema","F","     3","0","0"
"1664","gemima","F","     4","0","0"
"1665","gemma","F","     3","0","0"
"1666","gena","F","    16","0","0"
"1667","genevievetd>","F","    11","0","0"
"1668","genna","F","     3","0","0"
"1669","georgette","F","  9085","0","0"
"1670","georgia","F","   178","0","0"
"1671","georgina","F","   185","0","0"
"1672","georgine","F","    51","0","0"
"1673","geralde","F","    10","0","0"
"1674","geraldine","F"," 38287","0","0"
"1675","geraldinetd>","F","    29","0","0"
"1676","gerardine","F","    75","0","0"
"1677","germanie","F","     5","0","0"
"1678","germina","F","     3","0","0"
"1679","gersende","F","   119","0","0"
"1680","gertrude","F","   472","0","0"
"1681","gerty","F","   515","0","0"
"1682","gervaise","F","   188","0","0"
"1683","ghania","F","    13","0","0"
"1684","ghiselaine","F","     3","0","0"
"1685","ghislainea>","F","    18","0","0"
"1686","ghislainetd>","F","    42","0","0"
"1687","ghislene","F","     6","0","0"
"1688","ghita","F","     4","0","0"
"1689","ghizlane","F","    75","0","0"
"1690","ghjulia","F","    27","0","0"
"1691","ghofrane","F","     3","0","0"
"1692","ghylaine","F","     3","0","0"
"1693","ghyslaine","F","   897","0","0"
"1694","gilberte","F","  6500","0","0"
"1695","gilbertea>","F","    11","0","0"
"1696","gilda","F","   637","0","0"
"1697","gilette","F","   126","0","0"
"1698","giliane","F","     6","0","0"
"1699","gillette","F","   221","0","0"
"1700","gilliane","F","    22","0","0"
"1701","gina","F","  1732","0","0"
"1702","ginesa","F","     3","0","0"
"1703","ginette","F"," 25021","0","0"
"1704","ginger","F","     6","0","0"
"1705","giovanna","F","   452","0","0"
"1706","giovannina","F","     6","0","0"
"1707","gipsy","F","    10","0","0"
"1708","giselaine","F","    48","0","0"
"1709","giselea>","F","    44","0","0"
"1710","giselene","F","     3","0","0"
"1711","gisella","F","     3","0","0"
"1712","giselle","F","   124","0","0"
"1713","gisette","F","    11","0","0"
"1714","gishlaine","F","    28","0","0"
"1715","gislaine","F","  2010","0","0"
"1716","gislene","F","    65","0","0"
"1717","gislhaine","F","   300","0","0"
"1718","gismonde","F","     6","0","0"
"1719","gita","F","    22","0","0"
"1720","gitane","F","    85","0","0"
"1721","giulia","F","   577","0","0"
"1722","giuliana","F","     8","0","0"
"1723","giuseppa","F","    46","0","0"
"1724","giuseppina","F","   308","0","0"
"1725","gizem","F","    89","0","0"
"1726","gladis","F","    18","0","0"
"1727","gladys","F","  4846","0","0"
"1728","glawdys","F","    45","0","0"
"1729","glenda","F","     3","0","0"
"1730","gloria","F","   480","0","0"
"1731","glwadys","F","    69","0","0"
"1732","gnima","F","     3","0","0"
"1733","godeleine","F","    61","0","0"
"1734","gordana","F","    37","0","0"
"1735","gorete","F","     7","0","0"
"1736","gorica","F","     3","0","0"
"1737","goundo","F","   204","0","0"
"1738","goundoba","F","     6","0","0"
"1739","grace","F","   861","0","0"
"1740","gracia","F","    13","0","0"
"1741","gracianne","F","    43","0","0"
"1742","gracie","F","    71","0","0"
"1743","graciella","F","     6","0","0"
"1744","graciete","F","    19","0","0"
"1745","gracieuse","F","   218","0","0"
"1746","gracinda","F","     3","0","0"
"1747","gracy","F","    17","0","0"
"1748","gratianne","F","    25","0","0"
"1749","gratienne","F","    40","0","0"
"1750","grazia","F","    66","0","0"
"1751","graziella","F","  3845","0","0"
"1752","greta","F","     4","0","0"
"1753","griselda","F","     8","0","0"
"1754","gualberte","F","     6","0","0"
"1755","guenaele","F","     8","0","0"
"1756","guenaelle","F","   725","0","0"
"1757","guenhaelle","F","    14","0","0"
"1758","guenola","F","   220","0","0"
"1759","guenolee","F","     3","0","0"
"1760","guerline","F","    11","0","0"
"1761","guetty","F","    21","0","0"
"1762","guida","F","     3","0","0"
"1763","guila","F","     3","0","0"
"1764","guilaine","F","   954","0","0"
"1765","guilene","F","   224","0","0"
"1766","guilhene","F","     6","0","0"
"1767","guillaine","F","     8","0","0"
"1768","guillemette","F","   791","0","0"
"1769","guiseppina","F","    55","0","0"
"1770","guislaine","F","   478","0","0"
"1771","gul","F","     6","0","0"
"1772","gulay","F","    14","0","0"
"1773","gulcan","F","     3","0","0"
"1774","gulden","F","     3","0","0"
"1775","gulsen","F","    13","0","0"
"1776","gulsum","F","     3","0","0"
"1777","gulsun","F","     3","0","0"
"1778","gulustan","F","     3","0","0"
"1779","gustavie","F","     6","0","0"
"1780","guylaine","F","  4569","0","0"
"1781","guylene","F","  1913","0","0"
"1782","guylhaine","F","     6","0","0"
"1783","guyonne","F","     3","0","0"
"1784","gwanaelle","F","     6","0","0"
"1785","gwenaele","F","    93","0","0"
"1786","gwenaelle","F"," 17924","0","0"
"1787","gwendeline","F","     7","0","0"
"1788","gwendolina","F","    33","0","0"
"1789","gwendoline","F"," 16363","0","0"
"1790","gwendolyn","F","    16","0","0"
"1791","gwendolyne","F","    53","0","0"
"1792","gwenhaelle","F","     3","0","0"
"1793","gwennaelle","F","   301","0","0"
"1794","gwennaellea>","F","     3","0","0"
"1795","gwennan","F","     3","0","0"
"1796","gwennina","F","     3","0","0"
"1797","gwennoline","F","     3","0","0"
"1798","gwenola","F","  1923","0","0"
"1799","gwladys","F","  2933","0","0"
"1800","gwladystd>","F","     5","0","0"
"1801","gyslaine","F","    65","0","0"
"1802","ha","F","     3","0","0"
"1803","habi","F","    10","0","0"
"1804","habiba","F","   539","0","0"
"1805","habibata","F","     3","0","0"
"1806","habibatou","F","    26","0","0"
"1807","habla","F","     3","0","0"
"1808","haby","F","   135","0","0"
"1809","hacer","F","    12","0","0"
"1810","hachimia","F","     3","0","0"
"1811","hacina","F","    36","0","0"
"1812","hada","F","     6","0","0"
"1813","hadassa","F","     6","0","0"
"1814","hadda","F","    77","0","0"
"1815","hademou","F","     3","0","0"
"1816","hadia","F","    15","0","0"
"1817","hadidja","F","    39","0","0"
"1818","hadil","F","     3","0","0"
"1819","hadile","F","     3","0","0"
"1820","hadja","F","    25","0","0"
"1821","hadjar","F","     6","0","0"
"1822","hadjer","F","    22","0","0"
"1823","hadjila","F","    34","0","0"
"1824","hadjira","F","     3","0","0"
"1825","hafida","F","   786","0","0"
"1826","hafsa","F","   255","0","0"
"1827","hafssa","F","    11","0","0"
"1828","hager","F","    16","0","0"
"1829","haida","F","     3","0","0"
"1830","haidy","F","     3","0","0"
"1831","haifa","F","    39","0","0"
"1832","haissa","F","     3","0","0"
"1833","haize","F","    26","0","0"
"1834","haizea","F","    21","0","0"
"1835","hajer","F","   117","0","0"
"1836","hajira","F","     3","0","0"
"1837","hala","F","    22","0","0"
"1838","halima","F","  1718","0","0"
"1839","halimatou","F","    37","0","0"
"1840","halimatoua>","F","     3","0","0"
"1841","halina","F","     3","0","0"
"1842","hamel","F","    12","0","0"
"1843","hana","F","   515","0","0"
"1844","hanaa","F","    18","0","0"
"1845","hanae","F","   264","0","0"
"1846","hanan","F","   391","0","0"
"1847","hanane","F","  2172","0","0"
"1848","hanen","F","    68","0","0"
"1849","hanene","F","    70","0","0"
"1850","hania","F","    67","0","0"
"1851","hanifa","F","    29","0","0"
"1852","hanife","F","    15","0","0"
"1853","hanissa","F","     7","0","0"
"1854","hanna","F","  1174","0","0"
"1855","hannah","F","   790","0","0"
"1856","hannan","F","     7","0","0"
"1857","hannane","F","     3","0","0"
"1858","hannelore","F","     7","0","0"
"1859","haoua","F","     3","0","0"
"1860","harena","F","     3","0","0"
"1861","harini","F","     7","0","0"
"1862","harmonie","F","   753","0","0"
"1863","harmony","F","   457","0","0"
"1864","hasna","F","   275","0","0"
"1865","hassana","F","     3","0","0"
"1866","hassiba","F","    23","0","0"
"1867","hassina","F","   175","0","0"
"1868","hassna","F","    12","0","0"
"1869","hatice","F","   409","0","0"
"1870","hatouma","F","   105","0","0"
"1871","hatoumata","F","    34","0","0"
"1872","haude","F","    41","0","0"
"1873","hava","F","    47","0","0"
"1874","havin","F","    22","0","0"
"1875","hawa","F","  1875","0","0"
"1876","haya","F","   116","0","0"
"1877","haya-mouchka","F","    15","0","0"
"1878","hayat","F","   430","0","0"
"1879","hayate","F","    74","0","0"
"1880","hayati","F","     3","0","0"
"1881","hayatte","F","    10","0","0"
"1882","hayet","F","   157","0","0"
"1883","hayette","F","   108","0","0"
"1884","hayfa","F","     3","0","0"
"1885","hazal","F","    10","0","0"
"1886","heather","F","    58","0","0"
"1887","hedia","F","    21","0","0"
"1888","hedwige","F","    58","0","0"
"1889","heidy","F","    12","0","0"
"1890","hela","F","    15","0","0"
"1891","helea","F","     9","0","0"
"1892","helena","F","  5159","0","0"
"1893","helenea>","F","    12","0","0"
"1894","helened>","F","    31","0","0"
"1895","helga","F","    31","0","0"
"1896","helia","F","    13","0","0"
"1897","heliette","F","    63","0","0"
"1898","heline","F","     7","0","0"
"1899","hella","F","     9","0","0"
"1900","heloise","F"," 10738","0","0"
"1901","helora","F","     3","0","0"
"1902","helyette","F","     9","0","0"
"1903","henda","F","    83","0","0"
"1904","henia","F","     3","0","0"
"1905","henna","F","     3","0","0"
"1906","henriane","F","    20","0","0"
"1907","henrianne","F","     8","0","0"
"1908","henrie","F","    16","0","0"
"1909","henrietta","F","     7","0","0"
"1910","henriette","F","  5784","0","0"
"1911","herine","F","     3","0","0"
"1912","hermance","F","    18","0","0"
"1913","hermeline","F","     7","0","0"
"1914","hermina","F","     3","0","0"
"1915","hermine","F","   379","0","0"
"1916","herminie","F","     8","0","0"
"1917","hermione","F","    34","0","0"
"1918","herveline","F","   112","0","0"
"1919","heta","F","     3","0","0"
"1920","heuria","F","     3","0","0"
"1921","hevin","F","     3","0","0"
"1922","hiba","F","   131","0","0"
"1923","hidaya","F","     3","0","0"
"1924","hilarie","F","     3","0","0"
"1925","hilary","F","    94","0","0"
"1926","hilda","F","    15","0","0"
"1927","hildegarde","F","     9","0","0"
"1928","hillary","F","    36","0","0"
"1929","hina","F","     6","0","0"
"1930","hinatea","F","     3","0","0"
"1931","hind","F","   490","0","0"
"1932","hinda","F","   217","0","0"
"1933","hinde","F","    35","0","0"
"1934","hivda","F","     3","0","0"
"1935","hoda","F","     9","0","0"
"1936","hong","F","     3","0","0"
"1937","honora","F","    11","0","0"
"1938","honoree","F","     3","0","0"
"1939","honorine","F","  1567","0","0"
"1940","horia","F","   101","0","0"
"1941","horiya","F","     3","0","0"
"1942","hortensia","F","    15","0","0"
"1943","houda","F","   936","0","0"
"1944","houdad>","F","    11","0","0"
"1945","houleye","F","    19","0","0"
"1946","houria","F","  1066","0","0"
"1947","houriya","F","     3","0","0"
"1948","hourya","F","    12","0","0"
"1949","housna","F","     3","0","0"
"1950","huberte","F","   170","0","0"
"1951","huguette","F"," 20037","0","0"
"1952","hulya","F","   119","0","0"
"1953","hylana","F","     3","0","0"
"1954","hynde","F","     3","0","0"
"1955","ibticem","F","     6","0","0"
"1956","ibtihel","F","     3","0","0"
"1957","ibtisem","F","     9","0","0"
"1958","ibtissam","F","   143","0","0"
"1959","ibtissame","F","    16","0","0"
"1960","ibtissem","F","   177","0","0"
"1961","idalina","F","    17","0","0"
"1962","ide","F","     3","0","0"
"1963","idoia","F","    62","0","0"
"1964","ihintza","F","     3","0","0"
"1965","ihsane","F","     3","0","0"
"1966","ikrame","F","    98","0","0"
"1967","ilana","F","   828","0","0"
"1968","ilanit","F","     3","0","0"
"1969","ilayda","F","   159","0","0"
"1970","ilda","F","    26","0","0"
"1971","ileana","F","    50","0","0"
"1972","ileane","F","     3","0","0"
"1973","ilef","F","     3","0","0"
"1974","ilena","F","    21","0","0"
"1975","ilenatd>","F","     4","0","0"
"1976","ilhame","F","   120","0","0"
"1977","ilhem","F","   228","0","0"
"1978","ilheme","F","     3","0","0"
"1979","iliana","F","   366","0","0"
"1980","ilianatd>","F","     8","0","0"
"1981","ilinca","F","     3","0","0"
"1982","iliona","F","     3","0","0"
"1983","ilknur","F","     7","0","0"
"1984","illana","F","     9","0","0"
"1985","illiana","F","     3","0","0"
"1986","illona","F","   336","0","0"
"1987","illyana","F","     6","0","0"
"1988","ilona","F","  7788","0","0"
"1989","ilse","F","     3","0","0"
"1990","iluna","F","     4","0","0"
"1991","ilyana","F","   220","0","0"
"1992","imaine","F","     3","0","0"
"1993","iman","F","  1014","0","0"
"1994","imani","F","     3","0","0"
"1995","imelda","F","    12","0","0"
"1996","imen","F","  1294","0","0"
"1997","imene","F","  1351","0","0"
"1998","immaculada","F","     3","0","0"
"1999","ina","F","    17","0","0"
"2000","inas","F","    34","0","0"
"2001","inasse","F","     3","0","0"
"2002","inaya","F","    36","0","0"
"2003","incarnation","F","    64","0","0"
"2004","india","F","    90","0","0"
"2005","indiana","F","    12","0","0"
"2006","indira","F","   153","0","0"
"2007","indra","F","   110","0","0"
"2008","indrani","F","     6","0","0"
"2009","indrany","F","     6","0","0"
"2010","ines","F"," 46704","0","0"
"2011","iness","F","   250","0","0"
"2012","inesse","F","    29","0","0"
"2013","inge","F","     4","0","0"
"2014","innocente","F","    52","0","0"
"2015","insaf","F","    28","0","0"
"2016","inssaf","F","     3","0","0"
"2017","intza","F","    12","0","0"
"2018","iona","F","   103","0","0"
"2019","ipek","F","     6","0","0"
"2020","iqra","F","     3","0","0"
"2021","irem","F","   180","0","0"
"2022","irena","F","    50","0","0"
"2023","irina","F","   297","0","0"
"2024","irmine","F","    98","0","0"
"2025","isabel","F","  2022","0","0"
"2026","isabela>","F","     3","0","0"
"2027","isabella","F","   141","0","0"
"2028","isabelle","F","342674","0","0"
"2029","isabellea>","F","    60","0","0"
"2030","isadora","F","    37","0","0"
"2031","isahora","F","     3","0","0"
"2032","isaline","F","   432","0","0"
"2033","isalyne","F","     9","0","0"
"2034","isaora","F","     3","0","0"
"2035","isaura","F","     3","0","0"
"2036","isaure","F","   488","0","0"
"2037","isciane","F","     3","0","0"
"2038","iseline","F","     3","0","0"
"2039","iseult","F","     9","0","0"
"2040","isha","F","     3","0","0"
"2041","isis","F","   190","0","0"
"2042","islame","F","     3","0","0"
"2043","isleme","F","     3","0","0"
"2044","isma","F","    49","0","0"
"2045","ismaelle","F","     6","0","0"
"2046","ismahane","F","    30","0","0"
"2047","ismahen","F","     6","0","0"
"2048","ismene","F","    48","0","0"
"2049","ismerie","F","    25","0","0"
"2050","isoline","F","     6","0","0"
"2051","isra","F","    89","0","0"
"2052","israa","F","    17","0","0"
"2053","issra","F","    11","0","0"
"2054","ivana","F","   322","0","0"
"2055","ivanna","F","     7","0","0"
"2056","ivanne","F","     9","0","0"
"2057","izia","F","     3","0","0"
"2058","izilda","F","     3","0","0"
"2059","izza","F","     6","0","0"
"2060","jacinta","F","     3","0","0"
"2061","jacinte","F","     3","0","0"
"2062","jacintha","F","     3","0","0"
"2063","jacinthe","F","    46","0","0"
"2064","jacqueline","F","114813","0","0"
"2065","jacquelined>","F","    15","0","0"
"2066","jacquemine","F","     3","0","0"
"2067","jada","F","     3","0","0"
"2068","jaida","F","     3","0","0"
"2069","jaina","F","    19","0","0"
"2070","jalane","F","    11","0","0"
"2071","jalila","F","    20","0","0"
"2072","jamela","F","    11","0","0"
"2073","jamelia","F","    18","0","0"
"2074","jamie","F","     7","0","0"
"2075","jamila","F","  2451","0","0"
"2076","jamilah","F","     6","0","0"
"2077","jamilla","F","    19","0","0"
"2078","jana","F","   121","0","0"
"2079","janaelle","F","     3","0","0"
"2080","jane","F","   337","0","0"
"2081","janel","F","     3","0","0"
"2082","janelle","F","   225","0","0"
"2083","janet","F","    41","0","0"
"2084","janette","F","     8","0","0"
"2085","janic","F","     4","0","0"
"2086","janie","F","     6","0","0"
"2087","janig","F","    11","0","0"
"2088","janik","F","     9","0","0"
"2089","janina","F","    12","0","0"
"2090","janine","F"," 15893","0","0"
"2091","janined>","F","     3","0","0"
"2092","janique","F","   873","0","0"
"2093","janna","F","   218","0","0"
"2094","janne","F","     3","0","0"
"2095","jannie","F","     9","0","0"
"2096","jasmina","F","    41","0","0"
"2097","jasmine","F","  2385","0","0"
"2098","javotte","F","     3","0","0"
"2099","jaya","F","     7","0","0"
"2100","jeanine","F"," 12100","0","0"
"2101","jeaninne","F","     3","0","0"
"2102","jeanise","F","     3","0","0"
"2103","jeanna","F","    13","0","0"
"2104","jeanne-antide","F","    10","0","0"
"2105","jeanne-marie","F","   811","0","0"
"2106","jeannette","F","  3809","0","0"
"2107","jeannie","F","   358","0","0"
"2108","jeannine","F"," 37312","0","0"
"2109","jeanninetd>","F","    27","0","0"
"2110","jeannise","F","     3","0","0"
"2111","jeany","F","     6","0","0"
"2112","jehane","F","     6","0","0"
"2113","jehanne","F","    31","0","0"
"2114","jelena","F","    58","0","0"
"2115","jema","F","     3","0","0"
"2116","jemima","F","    31","0","0"
"2117","jemina","F","    27","0","0"
"2118","jena","F","    17","0","0"
"2119","jenifer","F","   188","0","0"
"2120","jeniffer","F","     3","0","0"
"2121","jenna","F","   863","0","0"
"2122","jennah","F","     7","0","0"
"2123","jenny","F","  3120","0","0"
"2124","jennyfer","F","  1061","0","0"
"2125","jenyfer","F","     7","0","0"
"2126","jeromine","F","   133","0","0"
"2127","jersey","F","     3","0","0"
"2128","jesica","F","     9","0","0"
"2129","jessica","F"," 64011","0","0"
"2130","jessika","F","   128","0","0"
"2131","jessyca","F","    92","0","0"
"2132","jesula","F","     3","0","0"
"2133","jezabel","F","    16","0","0"
"2134","jihane","F","   522","0","0"
"2135","jihene","F","     6","0","0"
"2136","jil","F","     6","0","0"
"2137","jill","F","    29","0","0"
"2138","jinane","F","     6","0","0"
"2139","joaline","F","     3","0","0"
"2140","joana","F","  1425","0","0"
"2141","joanie","F","    21","0","0"
"2142","joanita","F","     3","0","0"
"2143","joanna","F","  4101","0","0"
"2144","joannie","F","    62","0","0"
"2145","joany","F","     6","0","0"
"2146","joceline","F","   295","0","0"
"2147","jocelynea>","F","    26","0","0"
"2148","jocya","F","    58","0","0"
"2149","jodie","F","   335","0","0"
"2150","joele","F","   264","0","0"
"2151","joella","F","    24","0","0"
"2152","joelle","F"," 83163","0","0"
"2153","joely","F","     3","0","0"
"2154","johana","F","  1229","0","0"
"2155","johanie","F","     6","0","0"
"2156","johanna","F"," 20723","0","0"
"2157","johannaa>","F","    20","0","0"
"2158","johannie","F","    28","0","0"
"2159","joheina","F","     3","0","0"
"2160","jone","F","     3","0","0"
"2161","jordana","F","     8","0","0"
"2162","josceline","F","    21","0","0"
"2163","joscelyne","F","   199","0","0"
"2164","josee","F","  1161","0","0"
"2165","josefa","F","   213","0","0"
"2166","josefina","F","    15","0","0"
"2167","joselene","F","     3","0","0"
"2168","joseline","F","   797","0","0"
"2169","joselita","F","   138","0","0"
"2170","joselyne","F","  1717","0","0"
"2171","josephe","F","   566","0","0"
"2172","josephina","F","     3","0","0"
"2173","josephine","F","  9792","0","0"
"2174","josephined>","F","     3","0","0"
"2175","josette","F"," 55339","0","0"
"2176","josia","F","    26","0","0"
"2177","josiane","F"," 84449","0","0"
"2178","josianne","F","  1032","0","0"
"2179","josie","F","   354","0","0"
"2180","josine","F","     6","0","0"
"2181","josita","F","     3","0","0"
"2182","josseline","F","  1552","0","0"
"2183","josselinetd>","F","     7","0","0"
"2184","josselyne","F","   883","0","0"
"2185","josyane","F","  1525","0","0"
"2186","joumana","F","     6","0","0"
"2187","jovana","F","    15","0","0"
"2188","joy","F","  1095","0","0"
"2189","juana","F","    94","0","0"
"2190","juanita","F","   175","0","0"
"2191","judicaelle","F","    85","0","0"
"2192","judikaelle","F","     3","0","0"
"2193","judite","F","     7","0","0"
"2194","judith","F","  3540","0","0"
"2195","judy","F","    12","0","0"
"2196","julia","F"," 23955","0","0"
"2197","juliana","F","   960","0","0"
"2198","julianatd>","F","    22","0","0"
"2199","juliane","F","   654","0","0"
"2200","julianie","F","     3","0","0"
"2201","julianna","F","    28","0","0"
"2202","julianne","F","   152","0","0"
"2203","julide","F","     3","0","0"
"2204","julie-anne","F","    12","0","0"
"2205","julienne","F","  1415","0","0"
"2206","juliet","F","    10","0","0"
"2207","julietta","F","    19","0","0"
"2208","juliette","F"," 50266","0","0"
"2209","juline","F","   638","0","0"
"2210","july","F","    46","0","0"
"2211","june","F","    16","0","0"
"2212","junie","F","     5","0","0"
"2213","justina","F","    13","0","0"
"2214","justinea>","F","    11","0","0"
"2215","kadi","F","     6","0","0"
"2216","kadia","F","    18","0","0"
"2217","kadiata","F","     7","0","0"
"2218","kadiatou","F","   298","0","0"
"2219","kadiatoua>","F","     3","0","0"
"2220","kadidia","F","    37","0","0"
"2221","kadidiatou","F","   133","0","0"
"2222","kadidja","F","    10","0","0"
"2223","kadija","F","    99","0","0"
"2224","kadra","F","     3","0","0"
"2225","kady","F","    37","0","0"
"2226","kaella","F","     3","0","0"
"2227","kaena","F","    13","0","0"
"2228","kahena","F","     6","0","0"
"2229","kahina","F","  1353","0","0"
"2230","kahyna","F","     8","0","0"
"2231","kaila","F","    13","0","0"
"2232","kaina","F","   457","0","0"
"2233","kaira","F","     6","0","0"
"2234","kaitlyn","F","     6","0","0"
"2235","kali","F","    13","0","0"
"2236","kalima","F","     6","0","0"
"2237","kaltoum","F","     6","0","0"
"2238","kalyani","F","     4","0","0"
"2239","kama","F","     6","0","0"
"2240","kamelia","F","   383","0","0"
